filename,width,height,class,xmin,ymin,xmax,ymax
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0191.jpg,1920,1080,robot,756,378,880,586
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1250.jpg,1920,1080,robot,1,501,122,759
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1250.jpg,1920,1080,robot,847,492,957,699
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0899.jpg,1920,1080,robot,770,384,871,575
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0899.jpg,1920,1080,robot,997,403,1092,618
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0957.jpg,1920,1080,robot,763,382,872,579
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0957.jpg,1920,1080,robot,968,404,1065,621
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0833.jpg,1920,1080,robot,1765,419,1891,630
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0833.jpg,1920,1080,robot,761,378,872,590
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1030.jpg,1440,1080,robot,487,374,567,594
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1030.jpg,1440,1080,robot,625,353,713,557
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0922.jpg,1440,1080,robot,631,356,708,550
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0461.jpg,1440,1080,robot,1358,402,1440,604
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0461.jpg,1440,1080,robot,626,356,712,558
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0712.jpg,1440,1080,robot,1172,393,1271,609
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0712.jpg,1440,1080,robot,628,354,715,554
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0413.jpg,1920,1080,robot,1709,523,1839,737
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0413.jpg,1920,1080,robot,846,492,953,694
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1195.jpg,1920,1080,robot,849,492,956,696
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1195.jpg,1920,1080,robot,1414,519,1534,738
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1251.jpg,1440,1080,robot,215,364,303,578
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1251.jpg,1440,1080,robot,630,351,714,558
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0654.jpg,1920,1080,robot,839,490,957,692
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0743.jpg,1920,1080,robot,765,383,869,575
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0743.jpg,1920,1080,robot,1060,406,1168,618
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0006.jpg,1920,1080,robot,1152,416,1262,635
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0006.jpg,1920,1080,robot,765,381,875,588
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0837.jpg,1440,1080,robot,204,364,302,595
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0837.jpg,1440,1080,robot,627,351,712,556
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0016.jpg,1920,1080,robot,848,492,955,689
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0710.jpg,1920,1080,robot,840,489,956,703
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1241.jpg,1920,1080,robot,764,378,878,583
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1284.jpg,1440,1080,robot,656,388,734,588
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0344.jpg,1920,1080,robot,764,382,877,586
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0690.jpg,1920,1080,robot,849,492,956,696
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0690.jpg,1920,1080,robot,1414,519,1534,738
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0411.jpg,1920,1080,robot,706,407,812,633
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0411.jpg,1920,1080,robot,765,381,871,581
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0254.jpg,1440,1080,robot,630,356,708,554
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0421.jpg,1440,1080,robot,627,351,710,551
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0450.jpg,1440,1080,robot,977,383,1059,588
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0450.jpg,1440,1080,robot,625,351,713,552
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0129.jpg,1440,1080,robot,625,354,714,558
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0436.jpg,1440,1080,robot,588,376,658,592
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0436.jpg,1440,1080,robot,628,353,719,552
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1057.jpg,1440,1080,robot,633,354,706,551
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0972.jpg,1920,1080,robot,849,493,951,691
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0288.jpg,1920,1080,robot,73,515,215,757
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0288.jpg,1920,1080,robot,844,489,958,700
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0600.jpg,1920,1080,robot,1,518,52,749
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0600.jpg,1920,1080,robot,847,487,957,698
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0403.jpg,1440,1080,robot,635,355,706,552
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0327.jpg,1440,1080,robot,625,349,714,559
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1330.jpg,1440,1080,robot,1108,392,1210,609
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1330.jpg,1440,1080,robot,628,357,715,559
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1328.jpg,1440,1080,robot,364,364,460,575
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1328.jpg,1440,1080,robot,624,349,713,556
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1313.jpg,1440,1080,robot,629,354,710,553
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1313.jpg,1440,1080,robot,512,373,587,584
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0095.jpg,1920,1080,robot,1044,519,1143,734
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0095.jpg,1920,1080,robot,846,492,956,699
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1147.jpg,1920,1080,robot,734,398,833,619
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1282.jpg,1440,1080,robot,354,366,445,591
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1282.jpg,1440,1080,robot,625,350,717,557
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0130.jpg,1440,1080,robot,521,379,612,587
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0130.jpg,1440,1080,robot,630,352,712,555
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0869.jpg,1440,1080,robot,635,355,707,550
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0869.jpg,1440,1080,robot,1360,401,1440,609
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0360.jpg,1920,1080,robot,269,516,420,746
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0360.jpg,1920,1080,robot,840,492,963,698
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1268.jpg,1440,1080,robot,632,356,714,552
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1268.jpg,1440,1080,robot,1161,396,1254,605
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1271.jpg,1440,1080,robot,633,354,706,551
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1008.jpg,1440,1080,robot,630,355,709,550
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1008.jpg,1440,1080,robot,1,366,86,577
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0779.jpg,1920,1080,robot,1358,524,1468,741
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0779.jpg,1920,1080,robot,849,495,952,690
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1192.jpg,1440,1080,robot,632,356,709,555
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1192.jpg,1440,1080,robot,921,392,1005,602
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1009.jpg,1440,1080,robot,633,354,710,548
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1009.jpg,1440,1080,robot,945,383,1033,584
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1105.jpg,1440,1080,robot,633,353,708,551
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1298.jpg,1920,1080,robot,1297,409,1413,614
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1298.jpg,1920,1080,robot,763,383,874,586
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0430.jpg,1440,1080,robot,635,355,710,555
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1290.jpg,1920,1080,robot,141,388,265,600
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1290.jpg,1920,1080,robot,766,381,871,577
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0230.jpg,1920,1080,robot,849,492,952,690
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0936.jpg,1440,1080,robot,628,350,710,552
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0408.jpg,1920,1080,robot,768,382,872,578
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0408.jpg,1920,1080,robot,1633,411,1759,623
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0705.jpg,1920,1080,robot,847,494,953,691
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0705.jpg,1920,1080,robot,636,513,751,735
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0351.jpg,1440,1080,robot,833,383,917,594
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0351.jpg,1440,1080,robot,628,352,712,558
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1015.jpg,1440,1080,robot,1095,383,1180,597
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1015.jpg,1440,1080,robot,627,352,716,560
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0135.jpg,1440,1080,robot,799,384,874,601
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0135.jpg,1440,1080,robot,627,352,715,555
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0988.jpg,1920,1080,robot,847,490,951,692
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0988.jpg,1920,1080,robot,1849,528,1920,737
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0437.jpg,1440,1080,robot,1,368,105,574
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0437.jpg,1440,1080,robot,632,355,710,554
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0056.jpg,1920,1080,robot,1774,526,1900,737
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0056.jpg,1920,1080,robot,844,485,958,700
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0219.jpg,1920,1080,robot,964,403,1058,625
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0219.jpg,1920,1080,robot,764,379,875,586
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0740.jpg,1440,1080,robot,535,376,624,590
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0740.jpg,1440,1080,robot,626,352,713,551
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0307.jpg,1440,1080,robot,625,351,718,559
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0503.jpg,1440,1080,robot,168,365,275,580
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0503.jpg,1440,1080,robot,625,352,717,561
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0094.jpg,1920,1080,robot,843,490,957,695
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0094.jpg,1920,1080,robot,1592,526,1715,740
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0797.jpg,1920,1080,robot,158,516,332,767
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0797.jpg,1920,1080,robot,839,488,958,699
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0025.jpg,1440,1080,robot,633,353,706,549
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0025.jpg,1440,1080,robot,344,368,423,583
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0119.jpg,1440,1080,robot,632,357,710,555
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0501.jpg,1920,1080,robot,760,376,878,586
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0501.jpg,1920,1080,robot,1607,430,1747,644
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1338.jpg,1440,1080,robot,627,389,720,596
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0027.jpg,1920,1080,robot,849,493,952,689
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0027.jpg,1920,1080,robot,1466,525,1579,737
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1136.jpg,1920,1080,robot,301,517,437,753
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1136.jpg,1920,1080,robot,839,484,955,699
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1242.jpg,1440,1080,robot,1,368,50,585
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1242.jpg,1440,1080,robot,625,349,719,555
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0735.jpg,1440,1080,robot,484,369,560,589
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0735.jpg,1440,1080,robot,628,350,711,554
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0682.jpg,1920,1080,robot,844,490,955,697
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1014.jpg,1440,1080,robot,995,391,1074,594
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1014.jpg,1440,1080,robot,633,355,710,553
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0584.jpg,1440,1080,robot,665,389,740,586
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0584.jpg,1440,1080,robot,627,350,731,555
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0087.jpg,1440,1080,robot,623,350,718,563
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0583.jpg,1920,1080,robot,763,382,872,579
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0583.jpg,1920,1080,robot,968,404,1065,621
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1178.jpg,1920,1080,robot,768,383,868,580
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1178.jpg,1920,1080,robot,1177,404,1281,616
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0096.jpg,1440,1080,robot,635,351,707,556
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image1277.jpg,1920,1080,robot,850,493,952,691
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0152.jpg,1920,1080,robot,1304,516,1411,739
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0152.jpg,1920,1080,robot,837,488,954,698
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0766.jpg,1920,1080,robot,848,494,951,690
/home/fei/RoboFEI-HT_Debug/AI/Vision/Train/imagensTrain/image0090.jpg,1440,1080,robot,495,378,576,583
